measures:oz,piece,recipe_measure:can , 11
measures:oz,recipe_measure:fish , 10
measures:tsp,tbsp,recipe_measure:glass , 661
measures:thigh,recipe_measure:small , 1
measures:tablespoon,cup,recipe_measure:package , 8
measures:fillet,recipe_measure:package , 2
measures:tbsp,recipe_measure:vegetable , 41
measures:tsp,recipe_measure:taco , 1
measures:cup,recipe_measure:medium , 322
measures:cup,recipe_measure:package , 203
measures:olive,recipe_measure:glass , 132
measures:oz,recipe_measure:package , 46
measures:tsp,tbsp,recipe_measure:sage , 4
measures:tsp,tbsp,recipe_measure:small , 126
measures:oz,slice,recipe_measure:protein , 3
measures:tbsp,cup,recipe_measure:sauce , 179
measures:tsp,recipe_measure:envelope , 3
measures:oz,recipe_measure:shrimp , 35
measures:oz,link,recipe_measure:package , 3
measures:slice,package,recipe_measure:glass , 246
measures:tbsp,packet,cup,recipe_measure:catsup , 9
measures:tbsp,cup,recipe_measure:package , 15
measures:cup,tbsp,oz,recipe_measure:pinch , 7
measures:tbsp,cup,recipe_measure:salsa , 14
measures:tsp,tbsp,cup,dash,recipe_measure:package , 7
measures:cup,tbsp,recipe_measure:can , 26
measures:tablespoon,cup,tsp,recipe_measure:package , 1
measures:cup,recipe_measure:rice , 12
measures:oz,recipe_measure:big , 2
measures:tbsp,cup,recipe_measure:hamburger , 3
measures:oz,lb,recipe_measure:slice , 3
measures:tsp,recipe_measure:glass , 65
measures:tsp,tbsp,recipe_measure:paprika , 25
measures:tsp,tbsp,recipe_measure:spice , 31
measures:olive,recipe_measure:can , 47
measures:egg,recipe_measure:quail , 1
measures:serving,recipe_measure:bag , 1
measures:tsp,tbsp,cup,dash,recipe_measure:large , 27
measures:cup,recipe_measure:each , 40
measures:oz,recipe_measure:can , 106
measures:cup,sprigs,recipe_measure:stalk , 1
measures:cup,recipe_measure:pint , 125
measures:tsp,recipe_measure:pinch , 48
measures:oz,cup,recipe_measure:box , 4
measures:egg,recipe_measure:package , 8
measures:oz,piece,recipe_measure:slice , 63
measures:cup,recipe_measure:head , 69
measures:tsp,tbsp,recipe_measure:each , 12
measures:thigh,recipe_measure:large , 6
measures:tsp,tbsp,packet,recipe_measure:envelope , 4
measures:cup,tbsp,recipe_measure:whole , 9
measures:oz,chop,recipe_measure:medium , 4
measures:slice,package,recipe_measure:piece , 66
measures:cup,tbsp,recipe_measure:pint , 29
measures:tbsp,cup,recipe_measure:pinch , 50
measures:cup,tsp,clove,cloves,recipe_measure:pinch , 12
measures:tsp,tbsp,recipe_measure:handful , 2
measures:tsp,tbsp,recipe_measure:slice , 25
measures:cup,recipe_measure:pizza , 4
measures:cup,sprigs,recipe_measure:pinch , 14
measures:oz,steak,recipe_measure:package , 1
measures:leaves,tbsp,recipe_measure:peppermint , 13
measures:leaves,tbsp,recipe_measure:glass , 135
measures:tbsp,cup,recipe_measure:jar , 6
measures:tsp,tbsp,cup,dash,recipe_measure:can , 8
measures:leaves,tbsp,recipe_measure:each , 1
measures:tbsp,cup,recipe_measure:each , 9
measures:fillet,recipe_measure:tilapia , 5
measures:tsp,tbsp,cup,dash,recipe_measure:piece , 2
measures:thigh,recipe_measure:package , 7
measures:oz,cup,recipe_measure:package , 5
measures:tbsp,cup,recipe_measure:large , 65
measures:oz,recipe_measure:beef , 8
measures:oz,recipe_measure:piece , 16
measures:tablespoon,cup,recipe_measure:small , 2
measures:tsp,recipe_measure:each , 5
measures:oz,enchilada,tortilla,recipe_measure:package , 28
measures:oz,enchilada,tortilla,recipe_measure:small , 30
measures:tbsp,cup,recipe_measure:small , 61
measures:link,recipe_measure:package , 10
measures:tsp,tbsp,recipe_measure:medium , 99
measures:tsp,tbsp,recipe_measure:package , 4
measures:cup,grape,recipe_measure:pint , 2
measures:oz,fillet,recipe_measure:salmon , 9
measures:olive,recipe_measure:medium , 8
measures:cup,tsp,clove,cloves,recipe_measure:small , 2
measures:cup,recipe_measure:slice , 28
measures:slice,recipe_measure:potato , 1
measures:cup,recipe_measure:bag , 26
measures:tbsp,cup,recipe_measure:handful , 15
measures:slice,recipe_measure:medium , 2
measures:oz,fillet,recipe_measure:medium , 3
measures:pepper,recipe_measure:glass , 26
measures:tbsp,recipe_measure:chili , 5
measures:tbsp,cup,recipe_measure:chive , 11
measures:oz,chop,recipe_measure:small , 1
measures:tbsp,sprig,recipe_measure:pinch , 2
measures:slice,package,recipe_measure:each , 7
measures:oz,steak,recipe_measure:medium , 2
measures:cup,recipe_measure:cornstarch , 1
measures:fillet,recipe_measure:piece , 2
measures:oz,ribs,recipe_measure:package , 1
measures:oz,slice,recipe_measure:large , 2
measures:slice,package,recipe_measure:pork , 9
measures:slice,package,recipe_measure:whole , 1
measures:oz,piece,recipe_measure:medium , 11
measures:oz,fillet,recipe_measure:can , 4
measures:tsp,recipe_measure:thyme , 20
measures:tsp,tbsp,recipe_measure:rosemary , 13
measures:thigh,recipe_measure:piece , 3
measures:tbsp,cup,recipe_measure:head , 2
measures:tablespoon,cup,tsp,recipe_measure:small , 5
measures:slice,recipe_measure:large , 5
measures:slice,package,recipe_measure:small , 4
measures:pepper,recipe_measure:small , 5
measures:tablespoon,cup,tsp,recipe_measure:box , 1
measures:tbsp,recipe_measure:liquid , 1
measures:oz,recipe_measure:medium , 129
measures:tsp,tbsp,cup,dash,recipe_measure:handful , 2
measures:fillet,oz,recipe_measure:glass , 138
measures:slice,oz,recipe_measure:package , 10
measures:slice,package,recipe_measure:bacon , 16
measures:oz,fillet,recipe_measure:piece , 5
measures:cup,sprigs,recipe_measure:box , 1
measures:tbsp,cup,recipe_measure:can , 11
measures:drumstick,recipe_measure:piece , 1
measures:serving,recipe_measure:piece , 5
measures:oz,recipe_measure:heart , 1
measures:tablespoon,cup,recipe_measure:pint , 39
measures:tsp,recipe_measure:package , 6
measures:thigh,recipe_measure:each , 4
measures:oz,cup,recipe_measure:half , 1
measures:cup,tbsp,oz,recipe_measure:large , 1
measures:oz,slice,recipe_measure:steak , 8
measures:tbsp,cup,tsp,recipe_measure:small , 4
measures:oz,piece,recipe_measure:large , 5
measures:piece,recipe_measure:large , 4
measures:slice,recipe_measure:cheese , 2
measures:cup,tsp,clove,cloves,recipe_measure:medium , 5
measures:cup,recipe_measure:pinch , 9
measures:tsp,tbsp,recipe_measure:head , 4
measures:oz,cup,recipe_measure:crouton , 6
measures:slice,oz,recipe_measure:large , 2
measures:serving,recipe_measure:whole , 12
measures:cup,recipe_measure:broccoli , 7
measures:tsp,tbsp,recipe_measure:stalk , 3
measures:cup,recipe_measure:bean , 3
measures:oz,slice,recipe_measure:glass , 8
measures:wing,recipe_measure:package , 1
measures:cup,recipe_measure:pack , 4
measures:oz,piece,recipe_measure:box , 1
measures:tsp,tbsp,recipe_measure:half , 4
measures:pepper,recipe_measure:each , 1
measures:cup,tbsp,oz,recipe_measure:package , 7
measures:oz,piece,recipe_measure:pepperoni , 4
measures:oz,recipe_measure:box , 4
measures:tbsp,recipe_measure:package , 4
measures:serving,recipe_measure:each , 2
measures:slice,package,recipe_measure:envelope , 3
measures:oz,enchilada,tortilla,recipe_measure:large , 42
measures:tsp,tbsp,cup,dash,recipe_measure:small , 16
measures:tbsp,tsp,recipe_measure:each , 3
measures:tablespoon,cup,tsp,recipe_measure:can , 4
measures:roll,slice,recipe_measure:package , 2
measures:tsp,tbsp,cup,dash,recipe_measure:box , 4
measures:cup,recipe_measure:handful , 20
measures:egg,recipe_measure:glass , 35
measures:oz,chop,recipe_measure:slice , 4
measures:egg,recipe_measure:slice , 57
measures:tbsp,recipe_measure:envelope , 2
measures:cup,tbsp,recipe_measure:milk , 6
measures:tbsp,recipe_measure:can , 6
measures:cup,recipe_measure:pesto , 4
measures:cup,recipe_measure:radishe , 10
measures:oz,slice,recipe_measure:each , 1
measures:tsp,tbsp,packet,recipe_measure:package , 27
measures:cup,sprigs,recipe_measure:piece , 2
measures:slice,package,recipe_measure:box , 3
measures:wing,recipe_measure:piece , 2
measures:link,recipe_measure:glass , 9
measures:oz,fillet,recipe_measure:slice , 3
measures:piece,recipe_measure:slice , 41
measures:tsp,tbsp,packet,recipe_measure:glass , 2
measures:egg,recipe_measure:turkey , 3
measures:oz,fillet,recipe_measure:package , 2
measures:thigh,recipe_measure:glass , 2
measures:oz,recipe_measure:head , 1
measures:Tbsp,recipe_measure:jar , 2
measures:olive,recipe_measure:piece , 2
measures:drumstick,recipe_measure:large , 1
measures:oz,fillet,recipe_measure:each , 2
measures:cup,sprigs,recipe_measure:handful , 16
measures:tbsp,recipe_measure:little , 2
measures:oz,muffin,recipe_measure:each , 1
measures:oz,recipe_measure:lg , 2
measures:cup,tbsp,recipe_measure:large , 243
measures:cup,tbsp,recipe_measure:each , 2
measures:cup,tbsp,recipe_measure:medium , 258
measures:oz,muffin,recipe_measure:package , 2
measures:oz,recipe_measure:slice , 22
measures:oz,lb,recipe_measure:large , 1
measures:slice,oz,recipe_measure:glass , 34
measures:fillet,oz,recipe_measure:slice , 2
measures:slice,serving,recipe_measure:piece , 1
measures:slice,oz,recipe_measure:salami , 1
measures:cup,tbsp,recipe_measure:small , 177
measures:cup,recipe_measure:Cup , 12
measures:leaves,tbsp,recipe_measure:handful , 3
measures:cup,recipe_measure:pkg , 2
measures:leaf,cup,recipe_measure:bag , 1
measures:fillet,oz,recipe_measure:can , 3
measures:cup,tbsp,recipe_measure:lot , 1
measures:tbsp,cup,recipe_measure:stalk , 2
measures:oz,recipe_measure:pinch , 3
measures:slice,package,recipe_measure:can , 2
measures:oz,recipe_measure:whole , 96
measures:cup,tbsp,oz,recipe_measure:piece , 2
measures:cup,tbsp,recipe_measure:Cup , 5
measures:olive,recipe_measure:small , 5
measures:tbsp,recipe_measure:small , 12
measures:cup,recipe_measure:stalk , 1
measures:cup,recipe_measure:Bag , 1
measures:cup,tbsp,oz,recipe_measure:Cup , 4
measures:egg,recipe_measure:piece , 2
measures:oz,piece,recipe_measure:block , 2
measures:leaf,cup,recipe_measure:arugula , 2
measures:cup,tbsp,oz,recipe_measure:can , 2
measures:leaves,tbsp,recipe_measure:large , 3
measures:slice,oz,recipe_measure:medium , 2
measures:cup,oz,recipe_measure:large , 4
measures:tbsp,cup,recipe_measure:pint , 12
measures:oz,cup,recipe_measure:slice , 2
measures:oz,piece,recipe_measure:pc , 1
measures:leaves,tbsp,recipe_measure:small , 5
measures:oz,enchilada,tortilla,recipe_measure:medium , 2
measures:slice,package,recipe_measure:large , 3
measures:leaf,cup,recipe_measure:package , 3
measures:cup,oz,recipe_measure:slice , 1
measures:slice,oz,recipe_measure:piece , 2
measures:oz,chop,recipe_measure:piece , 1
measures:egg,recipe_measure:medium , 1
measures:tablespoon,cup,tsp,recipe_measure:slice , 3
measures:cup,recipe_measure:lentil , 1
measures:tablespoon,cup,tsp,recipe_measure:loaf , 1
measures:cup,tbsp,oz,recipe_measure:box , 1
measures:cup,oz,recipe_measure:pint , 7
measures:tbsp,recipe_measure:each , 1
measures:tbsp,cup,recipe_measure:medium , 38
measures:cup,oz,recipe_measure:package , 5
measures:tsp,tbsp,cup,dash,recipe_measure:envelope , 2
measures:oz,piece,recipe_measure:envelope , 1
measures:cup,tbsp,recipe_measure:slice , 7
measures:cup,tbsp,recipe_measure:stalk , 15
measures:slice,package,recipe_measure:jar , 1
measures:tablespoon,recipe_measure:slice , 4
measures:oz,piece,recipe_measure:each , 1
measures:oz,recipe_measure:nut , 3
measures:oz,roll,recipe_measure:large , 5
measures:slice,oz,recipe_measure:sausage , 1
measures:oz,piece,recipe_measure:whole , 5
measures:tablespoon,cup,recipe_measure:can , 3
measures:slice,package,recipe_measure:pinch , 2
measures:leaf,cup,recipe_measure:handful , 3
measures:cup,tbsp,oz,recipe_measure:slice , 5
measures:tbsp,envelope,recipe_measure:dairy , 3
measures:oz,enchilada,tortilla,recipe_measure:each , 6
measures:oz,recipe_measure:bag , 9
measures:tablespoon,cup,tsp,recipe_measure:each , 1
measures:tsp,tbsp,recipe_measure:jar , 1
measures:olive,recipe_measure:each , 1
measures:pepper,recipe_measure:whole , 2
measures:oz,enchilada,tortilla,recipe_measure:slice , 1
measures:cup,tbsp,oz,recipe_measure:parmesan , 2
measures:oz,enchilada,tortilla,recipe_measure:lg , 1
measures:slice,oz,recipe_measure:can , 1
measures:cup,oz,recipe_measure:medium , 2
measures:oz,cup,recipe_measure:medium , 4
measures:tsp,tbsp,recipe_measure:big , 3
measures:tbsp,cup,tsp,recipe_measure:large , 3
measures:pepper,recipe_measure:can , 1
measures:oz,cup,recipe_measure:large , 4
measures:tbsp,recipe_measure:oyster , 1
measures:oz,peanut,recipe_measure:glass , 29
measures:cup,tsp,clove,cloves,recipe_measure:whole , 2
measures:cup,tsp,clove,cloves,recipe_measure:each , 2
measures:cup,oz,recipe_measure:can , 1
measures:cup,oz,recipe_measure:ricotta , 1
measures:fillet,recipe_measure:medium , 1
measures:oz,recipe_measure:loaf , 1
measures:cup,tbsp,recipe_measure:little , 2
measures:tbsp,cup,recipe_measure:box , 1
measures:tsp,tbsp,cup,dash,recipe_measure:pint , 1
measures:piece,recipe_measure:package , 1
measures:link,recipe_measure:pat , 1
measures:link,recipe_measure:small , 5
measures:cup,recipe_measure:fruit , 2
measures:oz,piece,recipe_measure:small , 4
measures:tbsp,packet,cup,recipe_measure:small , 1
measures:piece,recipe_measure:loaf , 1
measures:cup,tbsp,recipe_measure:pinch , 2
measures:large,tbsp,cup,recipe_measure:each , 1
measures:oz,enchilada,tortilla,recipe_measure:piece , 1
measures:link,recipe_measure:slice , 2
measures:egg,recipe_measure:each , 1
measures:oz,cup,recipe_measure:pint , 15
measures:tablespoon,cup,recipe_measure:each , 1
measures:serving,recipe_measure:package , 1
measures:tbsp,cup,recipe_measure:piece , 2
measures:cup,recipe_measure:whole , 512
measures:tbsp,cup,recipe_measure:slice , 2
measures:slice,oz,recipe_measure:each , 1
measures:leaves,tbsp,recipe_measure:stalk , 1
measures:tbsp,cup,tsp,recipe_measure:can , 4
measures:head,recipe_measure:glass , 1
measures:tbsp,cup,recipe_measure:big , 3
measures:cup,sprigs,recipe_measure:bundle , 5
measures:tsp,tbsp,cup,dash,recipe_measure:Cup , 3
measures:tablespoon,cup,tsp,recipe_measure:Cup , 3
measures:cup,recipe_measure:inch , 266
measures:tbsp,cup,recipe_measure:bundle , 6
measures:oz,cup,recipe_measure:handful , 1
measures:tbsp,cup,tsp,recipe_measure:Cup , 3
measures:oz,piece,recipe_measure:pack , 2
measures:cup,tbsp,oz,recipe_measure:handful , 3
measures:olive,recipe_measure:handful , 3
measures:oz,enchilada,tortilla,recipe_measure:pack , 1
measures:oz,recipe_measure:Cup , 1
measures:oz,recipe_measure:walnut , 5
measures:cup,grape,recipe_measure:handful , 1
measures:slice,package,recipe_measure:Cup , 1
measures:oz,fillet,recipe_measure:small , 1
measures:tablespoon,recipe_measure:inch , 1
measures:slice,package,recipe_measure:pkg , 1
measures:oz,enchilada,tortilla,recipe_measure:Bag , 1
measures:tsp,recipe_measure:handful , 1
measures:oz,cup,recipe_measure:Cup , 2
measures:serving,recipe_measure:lg , 1
measures:slice,package,recipe_measure:Pack , 1
measures:tsp,tbsp,recipe_measure:nutmeg , 1
measures:tablespoon,cup,recipe_measure:Cup , 2
measures:tsp,tbsp,recipe_measure:lg , 1
measures:cup,tsp,clove,cloves,recipe_measure:Cup , 1
measures:oz,piece,recipe_measure:pkg , 1
measures:oz,recipe_measure:pc , 1
measures:olive,recipe_measure:whole , 1
measures:fillet,oz,recipe_measure:haddock , 1
measures:oz,enchilada,tortilla,recipe_measure:inch , 102
measures:piece,recipe_measure:glass , 16
measures:cup,recipe_measure:carrot , 20
measures:tbsp,cup,recipe_measure:shallot , 17
measures:oz,chop,recipe_measure:glass , 4
measures:oz,recipe_measure:sausage , 2
measures:cup,tbsp,recipe_measure:banana , 283
measures:oz,lb,recipe_measure:glass , 117
measures:oz,slice,pie,recipe_measure:glass , 7
measures:cup,recipe_measure:fig , 2
measures:fruit,recipe_measure:clementine , 1
measures:oz,recipe_measure:inch , 3
measures:serving,recipe_measure:large , 13
measures:tbsp,cup,recipe_measure:inch , 2
measures:piece,recipe_measure:whole , 384
measures:oz,link,recipe_measure:slice , 1
measures:slice,package,recipe_measure:little , 2
measures:tsp,tbsp,recipe_measure:inch , 32
measures:tsp,tbsp,cup,dash,recipe_measure:lot , 2
measures:tbsp,tsp,recipe_measure:glass , 3
measures:oz,roast,recipe_measure:glass , 5
measures:tbsp,tsp,recipe_measure:pinch , 3
measures:tsp,tbsp,cup,dash,recipe_measure:whole , 9
measures:tbsp,recipe_measure:large , 9
measures:cup,recipe_measure:little , 1
measures:tsp,tbsp,cup,dash,recipe_measure:medium , 7
measures:oz,cup,recipe_measure:whole , 27
measures:tsp,tbsp,cup,dash,recipe_measure:slice , 5
measures:oz,cup,recipe_measure:small , 1
measures:tsp,tbsp,recipe_measure:leave , 3
measures:oz,muffin,recipe_measure:large , 1
measures:oz,fillet,recipe_measure:glass , 4
measures:oz,muffin,recipe_measure:slice , 1
measures:tbsp,tsp,recipe_measure:piece , 2
measures:piece,package,recipe_measure:slice , 1
measures:tbsp,cup,recipe_measure:whole , 13
measures:cup,piece,recipe_measure:slice , 1
measures:oz,toast,recipe_measure:whole , 3
measures:pepper,recipe_measure:medium , 8
measures:tbsp,tsp,recipe_measure:slice , 9
measures:tablespoon,cup,tsp,recipe_measure:pint , 2
measures:cup,recipe_measure:tb , 1
measures:fruit,recipe_measure:small , 1
measures:oz,enchilada,tortilla,recipe_measure:big , 1
measures:oz,recipe_measure:little , 1
measures:serving,recipe_measure:pinch , 1
measures:oz,muffin,recipe_measure:whole , 3
measures:slice,package,recipe_measure:medium , 1
measures:slice,package,recipe_measure:inch , 1
measures:cup,oz,recipe_measure:whole , 1
measures:oz,matzo,recipe_measure:piece , 1
measures:tbsp,cup,tsp,recipe_measure:half , 2
measures:tablespoon,cup,tsp,recipe_measure:large , 2
measures:tbsp,recipe_measure:medium , 2
measures:cup,recipe_measure:carton , 1
measures:tablespoon,cup,recipe_measure:container , 2
measures:fruit,recipe_measure:glass , 1
measures:tsp,tbsp,recipe_measure:bag , 1
measures:slice,package,recipe_measure:half , 4
measures:cup,recipe_measure:leave , 7
measures:tsp,tbsp,cup,dash,recipe_measure:little , 2
measures:piece,recipe_measure:small , 2
measures:pepper,recipe_measure:slice , 2
measures:oz,cup,recipe_measure:container , 1
measures:serving,recipe_measure:small , 9
measures:Tbsp,recipe_measure:glass , 3
measures:cup,recipe_measure:Can , 1
measures:oz,cup,recipe_measure:big , 1
measures:oz,cookie,recipe_measure:glass , 2
measures:piece,package,recipe_measure:glass , 3
measures:tablespoons,recipe_measure:glass , 7
measures:oz,cookie,recipe_measure:piece , 1
measures:tbsp,recipe_measure:pint , 7
measures:tbsp,tsp,recipe_measure:inch , 1
measures:link,recipe_measure:large , 2
measures:piece,recipe_measure:medium , 1
measures:strip,recipe_measure:glass , 3
measures:tbsp,recipe_measure:slice , 3
measures:oz,fillet,recipe_measure:inch , 2
measures:olive,recipe_measure:large , 6
measures:cookie,recipe_measure:glass , 2
measures:oz,slice,recipe_measure:inch , 1
measures:tbsp,cup,tsp,recipe_measure:whole , 1
measures:tbsp,cup,tsp,recipe_measure:pint , 3
measures:oz,toast,recipe_measure:glass , 1
measures:tbsp,packet,cup,recipe_measure:pint , 1
measures:tbsp,recipe_measure:half , 1
measures:cup,oz,recipe_measure:carton , 1
measures:oz,roll,recipe_measure:inch , 2
measures:tsp,tbsp,packet,recipe_measure:pinch , 1
measures:tbsp,cup,recipe_measure:leave , 1
measures:oz,roll,recipe_measure:small , 2
measures:tbsp,cup,recipe_measure:half , 3
measures:wing,recipe_measure:large , 2
measures:piece,recipe_measure:can , 1
measures:tbsp,cup,tsp,recipe_measure:medium , 4
measures:tbsp,recipe_measure:whole , 2
measures:oz,chop,recipe_measure:inch , 3
measures:oz,roll,recipe_measure:piece , 1
measures:cup,recipe_measure:half , 1
measures:olive,recipe_measure:half , 1
measures:tsp,recipe_measure:slice , 1
measures:slice,oz,recipe_measure:half , 1
measures:tbsp,oz,recipe_measure:glass , 2
measures:cup,piece,recipe_measure:large , 1
measures:leaves,tbsp,recipe_measure:medium , 1
measures:cup,recipe_measure:big , 1
measures:tsp,tbsp,cup,dash,recipe_measure:inch , 1
measures:cup,tbsp,recipe_measure:inch , 1
measures:oz,piece,recipe_measure:handful , 1
measures:wing,recipe_measure:whole , 2
measures:oz,recipe_measure:pint , 1
measures:cookies,recipe_measure:glass , 1
measures:slice,recipe_measure:piece , 1
measures:oz,enchilada,tortilla,recipe_measure:whole , 1
measures:oz,can,recipe_measure:glass , 2
measures:cup,piece,recipe_measure:small , 1
measures:tbsp,oz,recipe_measure:large , 1
measures:cup,sprigs,recipe_measure:small , 1
measures:oz,piece,recipe_measure:pint , 1
measures:leaf,cup,recipe_measure:leave , 2
measures:tbsp,tsp,cup,recipe_measure:pinch , 1
measures:cup,tbsp,recipe_measure:loaf , 1
measures:tbsp,packet,cup,recipe_measure:package , 1
measures:cup,tsp,clove,cloves,recipe_measure:half , 1
measures:olive,recipe_measure:pint , 1
measures:cup,grape,recipe_measure:large , 1
measures:serving,recipe_measure:half , 1
measures:tsp,tbsp,cup,dash,recipe_measure:to taste , 321
measures:tsp,tbsp,cup,dash,recipe_measure:table salt , 1012
measures:tablespoon,cup,tsp,recipe_measure:olive oil , 146
measures:tbsp,tsp,cup,recipe_measure:soy sauce , 12
measures:tbsp,recipe_measure:oyster sauce , 2
measures:tablespoon,cup,tsp,recipe_measure:sesame oil , 4
measures:tsp,tbsp,recipe_measure:coriander seed , 1
measures:cup,fl oz,recipe_measure:Can , 3
measures:cup,recipe_measure:pizza sauce , 6
measures:cup,fl oz,recipe_measure:can , 501
measures:tsp,tbsp,recipe_measure:red pepper , 91
measures:fl oz,cup,ml,recipe_measure:water , 75
measures:fl oz,cup,ml,recipe_measure:can , 70
measures:oz,cup,recipe_measure:bread crumb , 19
measures:fl oz,recipe_measure:small , 2
measures:cup, shredded,recipe_measure:cabbage , 2
measures:slice,cubic inch,cup,recipe_measure:cheese , 47
measures:tablespoon,cup,recipe_measure:sour cream , 38
measures:fl oz,cup,ml,recipe_measure:pint , 29
measures:tsp,tbsp,recipe_measure:to taste , 20
measures:tablespoon,cup,recipe_measure:to taste , 4
measures:tbsp,fl oz,cup,recipe_measure:small , 1
measures:cup,fl oz,recipe_measure:tomato , 48
measures:cup, diced,stalks,recipe_measure:leave , 1
measures:cup,fl oz,recipe_measure:small , 252
measures:cup,recipe_measure:soy bean , 1
measures:tablespoons,recipe_measure:tartar sauce , 3
measures:cup, chopped,recipe_measure:leave , 10
measures:cup,fl oz,recipe_measure:tomatoe , 21
measures:tsp,tbsp,recipe_measure:fenugreek seed , 1
measures:tsp,tbsp,recipe_measure:mustard seed , 1
measures:fl oz,recipe_measure:glass , 86
measures:cup, shredded,recipe_measure:medium , 19
measures:tsp,tbsp,recipe_measure:garlic powder , 55
measures:cup,fl oz,recipe_measure:medium , 603
measures:tbsp,recipe_measure:vegetable oil , 19
measures:cup,tbsp,oz,recipe_measure:parmesan cheese , 47
measures:cup,fl oz,recipe_measure:large , 594
measures:tsp,tbsp,recipe_measure:cayenne pepper , 36
measures:cup, crumbled,oz,recipe_measure:package , 12
measures:cup,fl oz,recipe_measure:each , 33
measures:fl oz,cup,ml,recipe_measure:large , 16
measures:fl oz,cup,recipe_measure:can , 32
measures:slice,cubic inch,cup,recipe_measure:package , 35
measures:tbsp,cup,recipe_measure:worcestershire sauce , 11
measures:oz,roast,recipe_measure:rib eye , 1
measures:leaf,cup, shredded,recipe_measure:head , 11
measures:can drained,recipe_measure:glass , 72
measures:cup, shredded,recipe_measure:head , 54
measures:cup, diced,stalks,recipe_measure:medium , 9
measures:fl oz,recipe_measure:each , 2
measures:cup, chunks,recipe_measure:can , 8
measures:cup, chopped,recipe_measure:kale , 2
measures:cup slices,recipe_measure:large , 123
measures:cup, mashed,recipe_measure:medium , 1
measures:cup, chopped,head,recipe_measure:piece , 1
measures:cup,fl oz,recipe_measure:slice , 546
measures:cup,tbsp,recipe_measure:sesame seed , 8
measures:cup,recipe_measure:pesto sauce , 3
measures:cup sliced,recipe_measure:whole , 2
measures:cup,recipe_measure:chicken soup , 5
measures:cup,fl oz,recipe_measure:piece , 19
measures:cup, diced,stalks,recipe_measure:each , 10
measures:cup, sifted,tbsp,recipe_measure:large , 112
measures:tsp,tbsp,recipe_measure:chili powder , 16
measures:tsp,tbsp,recipe_measure:dried rosemary , 1
measures:fl oz,cup,ml,recipe_measure:medium , 6
measures:cup,recipe_measure:tomato sauce , 13
measures:cup, chopped,recipe_measure:package , 2
measures:cup,fl oz,recipe_measure:Cup , 3
measures:tbsp,recipe_measure:salad dressing , 9
measures:tbsp,cup,tsp,recipe_measure:corn oil , 2
measures:leek,cup, chopped,recipe_measure:medium , 15
measures:cup, shredded,recipe_measure:piece , 3
measures:cup, diced,stalks,recipe_measure:small , 11
measures:cup,fl oz,recipe_measure:package , 24
measures:cup slices,recipe_measure:small , 112
measures:fl oz,recipe_measure:package , 2
measures:cup, sliced,bulb,recipe_measure:medium , 11
measures:tsp,tbsp,recipe_measure:curry powder , 5
measures:cup, shredded,recipe_measure:small , 21
measures:cup, diced,stalks,recipe_measure:piece , 4
measures:tbsp,cup,tsp,recipe_measure:red wine , 2
measures:tbsp,cup,slice,pimiento, whole,recipe_measure:medium , 1
